,label,message,clean_message
425,ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,send ur friends receive something ur voice speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful attitude 6romantic 7shy 8attractive 9funny ltgt irritating ltgt lovable reply
426,ham,Ok. She'll be ok. I guess,ok shell ok guess
427,ham,aathi..where are you dear..,aathiwhere dear
428,ham,Any pain on urination any thing else?,pain urination thing else
429,ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,7 esplanade mind giving lift cos got car today
430,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
431,ham,At home watching tv lor.,home watching tv lor
432,ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,usually take fifteen fucking minutes respond yes question
433,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats nokia 3650 video camera phone call 09066382422 calls cost 150ppm ave call 3mins vary mobiles 16 close 300603 post bcm4284 ldn wc1n3xx
434,ham,Booked ticket for pongal?,booked ticket pongal
435,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,available im like right around hillsborough amp ltgt th
436,ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,message sent askin ltgt dollars shoul pay ltgt ltgt
437,ham,"Ask g or iouri, I've told the story like ten times already",ask g iouri ive told story like ten times already
438,ham,How long does applebees fucking take,long applebees fucking take
439,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",hi hope u get txtjourney hasnt gdnow 50 mins late think
440,ham,But i have to. I like to have love and arrange.,like love arrange
441,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get
442,ham,You were supposed to wake ME up &gt;:(,supposed wake gt
443,ham,Oic... I saw him too but i tot he din c me... I found a group liao...,oic saw tot din c found group liao
444,ham,"Sorry, I'll call later",sorry ill call later
445,ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausagelove jen xxx
446,ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",sorry battery died come im getting gram wheres place
447,ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",well done blimey exercise yeah kinda remember wot hmm
448,ham,I wont get concentration dear you know you are my mind and everything :-),wont get concentration dear know mind everything
449,ham,LOL ... Have you made plans for new years?,lol made plans new years
450,ham,10 min later k...,10 min later k
451,ham,hanks lotsly!,hanks lotsly
452,ham,Thanks for this hope you had a good day today,thanks hope good day today
453,ham,K:)k:)what are detail you want to transfer?acc no enough?,kkwhat detail want transferacc enough
454,ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ok tell stay yeah tough optimistic things improve month
455,spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose 500 75000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help
456,ham,Si si. I think ill go make those oreo truffles.,si si think ill go make oreo truffles
457,ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",look amy ure beautiful intelligent woman like u lot know u dont like like dont worry
458,ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,hope thats result consistently intelligent kind start asking practicum links keep ears open best ttyl
459,ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",120 call cost guess isnt bad miss ya need ya want ya love ya
460,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,going thru different feelingwavering decisions coping individualtime heal everything believe
461,ham,Where did u go? My phone is gonna die you have to stay in here,u go phone gonna die stay
462,ham,Great. Never been better. Each day gives even more reasons to thank God,great never better day gives even reasons thank god
463,spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",upgrdcentre orange customer may claim free camera phone upgrade loyalty call 0207 153 9153 offer ends 26th july tcs apply optout available
464,ham,"Sorry, I'll call later ok bye",sorry ill call later ok bye
465,ham,Ok i am on the way to railway,ok way railway
466,ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),great princess love giving receiving oral doggy style fave position enjoy making love ltgt times per night
467,ham,They don't put that stuff on the roads to keep it from getting slippery over there?,dont put stuff roads keep getting slippery
468,ham,When are you going to ride your bike?,going ride bike
469,ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup need ill jus wait 4 e rain 2 stop
470,ham,There are many company. Tell me the language.,many company tell language
471,spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tcs sae box326 cw25wx 150ppm
472,ham,"How long has it been since you screamed, princess?",long since screamed princess
473,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",nothing meant money enters account bank remove flat rate someone transfered ltgt account ltgt dollars got removed banks differ charges also differbe sure trust 9ja person sending account details cos
474,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join uks largest dogging network txting moan 69888nyt ec2a 31pmsg150p
475,ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),nice line said broken heart plz dont cum 1 times infront wise trust u good 9t
476,ham,Ok I'm gonna head up to usf in like fifteen minutes,ok im gonna head usf like fifteen minutes
477,ham,Love you aathi..love u lot..,love aathilove u lot
478,ham,Tension ah?what machi?any problem?,tension ahwhat machiany problem
479,ham,"K, can I pick up another 8th when you're done?",k pick another 8th youre done
480,ham,When're you guys getting back? G said you were thinking about not staying for mcr,whenre guys getting back g said thinking staying mcr
481,ham,"Almost there, see u in a sec",almost see u sec
482,ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",yo carlos friends already asking working weekend
483,ham,Watching tv lor...,watching tv lor
484,ham,Thank you baby! I cant wait to taste the real thing...,thank baby cant wait taste real thing
485,ham,You should change your fb to jaykwon thuglyfe falconerf,change fb jaykwon thuglyfe falconerf
486,ham,If we win its really no 1 side for long time.,win really 1 side long time
487,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate 500 free text messages replying message word free terms conditions visit www07781482378com
488,ham,Dear reached railway. What happen to you,dear reached railway happen
489,ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",depends quality want type sent boye faded glory 6 want ralphs maybe 2
490,ham,I think i've fixed it can you send a test message?,think ive fixed send test message
491,ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",sorry man accounts dry would want could trade back half could buy shit credit card
492,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420ip45we 150pm dont miss
493,ham,"Sorry,in meeting I'll call later",sorryin meeting ill call later
494,ham,What class of  &lt;#&gt;  reunion?,class ltgt reunion
495,ham,Are you free now?can i call now?,free nowcan call
496,ham,Got meh... When?,got meh
497,ham,Nope... Think i will go for it on monday... Sorry i replied so late,nope think go monday sorry replied late
498,ham,Some of them told accenture is not confirm. Is it true.,told accenture confirm true
499,ham,"Kate jackson rec center before 7ish, right?",kate jackson rec center 7ish right
500,ham,Dear i have reache room,dear reache room
501,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
502,ham,When can ü come out?,come
503,ham,Check with nuerologist.,check nuerologist
504,ham,Lolnice. I went from a fish to ..water.?,lolnice went fish water
505,spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,123 congratulations weeks competition draw u 1450 prize claim call 09050002311 b4280703 tcsstop sms 08718727868 18 150ppm
506,ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,waiting e car dats bored wat cos wait outside got nothing 2 home stuff watch tv wat
507,ham,"Maybe westshore or hyde park village, the place near my house?",maybe westshore hyde park village place near house
508,ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,know hows anthony bringing money ive school fees pay rent stuff like thats need help friend need
509,ham,What's the significance?,whats significance
510,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
511,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",8 latest gs still scrounge ammo want give new ak try
512,ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabhaim sorydarealyfrm heart im sory
513,ham,Lol ok your forgiven :),lol ok forgiven
514,ham,No..jst change tat only..,nojst change tat
515,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
516,ham,S:)no competition for him.,sno competition
517,spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,boltblue tones 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tones txt
518,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credits topped httpwwwbubbletextcom renewal pin tgxxrz
519,ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",way transport less problematic sat night way u want ask n join bday feel free need know definite nos booking fri
520,ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,usually person unconscious thats children adults may behave abnormally ill call
521,ham,But that's on ebay it might be less elsewhere.,thats ebay might less elsewhere
522,ham,Shall i come to get pickle,shall come get pickle
523,ham,Were gonna go get some tacos,gonna go get tacos
524,ham,"That's very rude, you on campus?",thats rude campus
525,spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobile awarded 2000 bonus caller prize 020903 2nd attempt contact call 08718729755 box95qu
526,ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,hi wont b ard 4 christmas enjoy n merry xmas
527,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",todays offer claim ur 150 worth discount vouchers text yes 85023 savamob member offers mobile cs 08717898035 300 sub 16 unsub reply x
528,ham,Yes! How is a pretty lady like you single?,yes pretty lady like single
529,spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,recieve tone within next 24hrs terms conditions please see channel u teletext pg 750
530,ham,Jay says that you're a double-faggot,jay says youre doublefaggot
531,spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,private 2003 account statement 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104
532,ham,What Today-sunday..sunday is holiday..so no work..,todaysundaysunday holidayso work
533,ham,Gudnite....tc...practice going on,gudnitetcpractice going
534,ham,I'll be late...,ill late
535,ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",ive called hoping l8r malaria know miss guys miss bani big pls give love especially great day
536,ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea
537,ham,"Probably gonna be here for a while, see you later tonight &lt;)",probably gonna see later tonight lt
538,ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,maybe fat fingers press buttons doesnt know
539,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
540,ham,"I am in tirupur da, once you started from office call me.",tirupur da started office call
541,spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
542,ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",famous quote develop ability listen anything unconditionally without losing temper self confidence means married
543,ham,But am going to college pa. What to do. are else ill come there it self. Pa.,going college pa else ill come self pa
544,ham,4 oclock at mine. Just to bash out a flat plan.,4 oclock mine bash flat plan
545,ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,girl stay bed girl doesnt need recovery time id rather pass fun cooped bed
546,ham,Then any special there?,special
547,ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,know need get hotel got invitation apologise cali sweet come english blokes weddin
548,ham,"Sorry that took so long, omw now",sorry took long omw
549,ham,Wait  &lt;#&gt;  min..,wait ltgt min
550,ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ok give 5 minutes think see btw youre alibi cutting hair whole time
551,ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",imagine finally get sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck
552,ham,"Hurry up, I've been weed-deficient for like three days",hurry ive weeddeficient like three days
553,ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo
554,ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ok every night take warm bath drink cup milk youll see work magic still need loose weight know
555,ham,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,ill look frying pan case cheap book perhaps thats silly frying pan isnt likely book
556,ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,well uv causes mutations sunscreen like essential thesedays
557,ham,Having lunch:)you are not in online?why?,lunchyou onlinewhy
558,ham,I know that my friend already told that.,know friend already told
559,ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,hi princess thank pics pretty
560,ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee
561,ham,Hi msg me:)i'm in office..,hi msg meim office
562,ham,Thanx 4 e brownie it's v nice...,thanx 4 e brownie v nice
563,ham,Geeeee ... I love you so much I can barely stand it,geeeee love much barely stand
564,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,gent trying contact last weekends draw shows 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm
565,ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",fuck babe miss already know cant let send money towards net need want crave
566,ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh
567,ham,Oooh bed ridden ey? What are YOU thinking of?,oooh bed ridden ey thinking
568,ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",anyways go gym whatever love smiles hope ok good day babe miss much already
569,ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love daddy make scream pleasure going slap ass dick
570,ham,WOT U WANNA DO THEN MISSY?,wot u wanna missy
571,ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait 4 mum 2 finish sch lunch lor whole morning stay home clean room room quite clean hee
572,ham,Do you know where my lab goggles went,know lab goggles went
573,ham,Can you open the door?,open door
574,ham,Waiting for your call.,waiting call
575,ham,Nope i waiting in sch 4 daddy... ,nope waiting sch 4 daddy
576,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1000 cash 2000 prize claim call09050000327
577,ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",im tired arguing week week want ill
578,ham,Ü wait 4 me in sch i finish ard 5..,wait 4 sch finish ard 5
579,spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",mobile number 5000 claim calls us back ring claims hot line 09050005321
580,ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",arngd marriage u r walkin unfortuntly snake bites u bt love marriage dancing frnt snake amp sayin bite bite
581,ham,Huh so early.. Then ü having dinner outside izzit?,huh early dinner outside izzit
582,ham,Ok anyway no need to change with what you said,ok anyway need change said
583,spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow
584,ham,my ex-wife was not able to have kids. Do you want kids one day?,exwife able kids want kids one day
585,ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,hows scotland hope showing jjc tendencies take care live dream
586,ham,Tell them u have a headache and just want to use 1 hour of sick time.,tell u headache want use 1 hour sick time
587,ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",dun thk ill quit yet hmmm go jazz yogasana oso go meet em lessons den
588,ham,Pete can you please ring meive hardly gotany credit,pete please ring meive hardly gotany credit
589,ham,Ya srsly better than yi tho,ya srsly better yi tho
590,ham,"I'm in a meeting, call me later at",im meeting call later
591,spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win 250 wkly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
592,spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,specially selected receive 2000 pound award call 08712402050 lines close cost 10ppm 16 tcs apply ag promo
593,spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,private 2003 account statement 07753741225 shows 800 unredeemed points call 08715203677 identifier code 42478 expires 241004
594,ham,You still at grand prix?,still grand prix
595,ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",met stranger choose friend long world stands friendship never ends lets friends forever gud nitz
596,ham,I am great! How are you?,great
597,ham,Gud mrng dear have a nice day,gud mrng dear nice day
598,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,important customer service announcement call freephone 0800 542 0825
599,ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,exhausted train morning much wine pie sleep well
600,ham,I'm going out to buy mum's present ar.,im going buy mums present ar
601,ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,mind blastin tsunamis occur rajnikant stopped swimming indian oceand
602,ham,If u sending her home first it's ok lor. I'm not ready yet.,u sending home first ok lor im ready yet
603,ham,Speaking of does he have any cash yet?,speaking cash yet
604,ham,Be happy there. I will come after noon,happy come noon
605,ham,Meet after lunch la...,meet lunch la
606,ham,TaKe CaRE n gET WeLL sOOn,take care n get well soon
607,spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,xclusiveclubsaisai 2morow 285 soiree speciale zouk nichols parisfree roses 2 ladies info 0794674629107880867867
608,ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,meant say cant wait see u getting bored bridgwater banter
609,ham,Neva mind it's ok..,neva mind ok
610,ham,"It's fine, imma get a drink or somethin. Want me to come find you?",fine imma get drink somethin want come find
611,spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,22 days kick euro2004 u kept date latest news results daily removed send get txt stop 83222
612,ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,valentine game send dis msg ur friends 5 answers r someone really loves u ques colour suits bestrply
613,ham,I have many dependents,many dependents
614,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc
615,ham,I called and said all to him:)then he have to choose this future.,called said himthen choose future
616,ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles 1st
617,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
618,ham,For my family happiness..,family happiness
619,ham,I come n pick ü up... Come out immediately aft ur lesson...,come n pick come immediately aft ur lesson
620,ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,let snow let snow kind weather brings ppl together friendships grow
621,ham,Dear we got  &lt;#&gt;  dollars hi hi,dear got ltgt dollars hi hi
622,ham,Good words.... But words may leave u in dismay many times.,good words words may leave u dismay many times
623,ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,make sure alex knows birthday fifteen minutes far youre concerned
624,ham,"sorry, no, have got few things to do. may be in pub later.",sorry got things may pub later
625,ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",nah straight bring bud drinks something thats actually little useful straight cash
626,ham,"Haha good to hear, I'm officially paid and on the market for an 8th",haha good hear im officially paid market 8th
627,ham,How many licks does it take to get to the center of a tootsie pop?,many licks take get center tootsie pop
628,ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,yup thk r e teacher said make face look longer darren ask 2 cut short
629,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693
630,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,todays vodafone numbers ending 4882 selected receive 350 award number matches call 09064019014 receive 350 award
631,ham,Please dont say like that. Hi hi hi,please dont say like hi hi hi
632,ham,Thank u!,thank u
633,ham,Oh that was a forwarded message. I thought you send that to me,oh forwarded message thought send
634,ham,Got it. Seventeen pounds for seven hundred ml – hope ok.,got seventeen pounds seven hundred ml hope ok
635,spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",dear voucher holder 2 claim weeks offer pc go httpwwwetlpcoukexpressoffer tscs apply2 stop texts txt stop 80062
636,ham,Me n him so funny...,n funny
637,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",sweetheart hope kind day one loads reasons smile biola
638,ham,When ü login dat time... Dad fetching ü home now?,login dat time dad fetching home
639,ham,"What will we do in the shower, baby?",shower baby
640,ham,I had askd u a question some hours before. Its answer,askd u question hours answer
641,ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",well imma definitely need restock thanksgiving ill let know im
642,ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day
643,ham,Probably gonna swing by in a wee bit,probably gonna swing wee bit
644,ham,Ya very nice. . .be ready on thursday,ya nice ready thursday
645,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,allo braved buses taken trains triumphed mean bham jolly good rest week
646,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp eve go temple amp church u
647,ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,mind ask happened dont say uncomfortable
648,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,private 2003 account statement shows 800 unredeemed points call 08715203694 identifier code 40533 expires 311004
649,ham,No prob. I will send to your email.,prob send email
650,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1000 cash 2000 prize claim call09050000327 tc rstm sw7 3ss 150ppm
651,ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),thats cool sometimes slow gentle sonetimes rough hard
652,ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,im gonna say sorry would normal starting panic time sorry seeing tuesday
653,ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",wait know wesleys town bet hella drugs
654,ham,Fine i miss you very much.,fine miss much
655,ham,Did u got that persons story,u got persons story
656,ham,Tell them the drug dealer's getting impatient,tell drug dealers getting impatient
657,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng
658,ham,You will be in the place of that man,place man
659,ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",doesnt make sense take unless free need know wikipediacom
660,spam,88800 and 89034 are premium phone services call 08718711108,88800 89034 premium phone services call 08718711108
